a: ä°
housing: haú°ziń
housings: haú°zińz
Housman: haú°sm'n
Houston: hyü°st'n
houstonia: hüstö°në'
Houstonian: hüstö°në'n
hout: haú°t
houts: haú°ts
Houyhnhnm: hüi°n'm
hove: hö°v
hovel: hu°v'l
hovels: hu°v'lz
hoven: hö°v'n
hover: hu°v'r
hovercraft: hu°v'rkraft
hovered: hu°v'rd
hovering: hu°v'riń
hoverport: há°v'pört
hovers: hu°v'rz
hovertrain: há°v'trän
Hovhaness: hóvha°nis
how: haú°
Howard: haú°'rd
howbeit: haúbë°it
howdah: haú°d'
howdie: haú°dë
howdy: haú°dë
Howe: haú°
Howell: haú°'l
Howells: haú°'lz
Howes: haú°z
however: haúe°v'r
howff: haú°f
howitzer: haú°its'r
howitzers: haú°'ts'rz
howk: haú°k
howl: haú°l
howled: haú°ld
howler: haú°l'r
howlet: haú°lit
howling: haú°liń
howls: haú°lz
Howrah: haú°rá
howsoever: haúsöe°v'r
Hoxha: ho°já
hoy: hoi°
hoyden: hoi°d'n
hoying: hoi°iń
Hoyle: hoi°l
Hrvatska: krvá°tská
Hsining: śë°niń
Hsinking: śi°nji°ń
Hualapai: halápu°y
Huambo: wá°mbo
Huang: ẃa°ń
huarache: w'rá°ćë
huaracho: w'rá°ćö
Huastec: wá°stek
hub: hu°b
Hubbard: hu°b'rd
Hubble: hu°b'l
hubbly: hu°blë
hubbub: hu°b'b
hubby: hu°bë
hubcap: hu°bkap
hubcaps: hu°bkaps
Huber: hyü°b'r
Hubert: hyü°b'rt
hubris: hyü°bris
hubs: hu°bz
Huck: hu°k
huckaback: hu°k'bak
huckle: hu°k'l
huckleberry: hu°k'lberë
hucks: hu°ks
huckster: hu°kst'r
hucksters: hu°kst'rz
huckstress: hu°kstris
HUD: hu°d
Huddersfield: hu°d'rzfëld
huddle: hu°d'l
huddled: hu°d'ld
huddles: hu°d'lz
huddling: hu°d'liń
Hudibrastic: hyüd'bra°stik
Hudson: hu°ds'n
hue: hyü°
hued: hyü°d
Huelva: we°lvá
huemul: wämü°l
Huerta: ẃe°rtu
hues: hyü°z
Huey: hyü°ë
huff: hu°f
huffed: hu°ft
huffer: hu°f'r
huffing: hu°fiń
huffish: hu°fiś
Huffman: hu°fm'n
huffs: hu°fs
huffy: hu°fë
Hufuf: húfü°f
hug: hu°g
huge: hyü°j
hugely: hyü°jlë
hugeous: hyü°j's
hugest: hyü°j'st
huggable: hu°g'b'l
hugged: hu°gd
hugger: hu°g'r
hugging: hu°giń
Huggins: hu°ginz
Hugh: hyü°
Hughes: hyü°z
Hughie: hyü°ë
Hugo: hyü°gö
hugs: hu°gz
Huguenot: hyü°g'not
Huguenots: hyü°g'nots
huh: hu°
Hui: hü°i
huia: hü°y'
huic: hï°k
huisache: wësá°ćë
hula: hü°l'
hulk: hu°lk
hulking: hu°lkiń
hulks: hu°lks
hulky: hu°lkë
hull: hu°l
hullaballoo: hu°l'b'lü
hullabaloo: hul'b'lü°
hulled: hu°ld
hulling: hu°liń
hulloa: h'lö°
hulloo: h'lü°
hulls: hu°lz
hum: hu°m
human: hyü°m'n
humane: hyümä°n
humanely: hyümä°nlë
humanise:> humanize
humanised:> humanized
humanises:> humanizes
humanising:> humanizing
humanism: hyü°m'niz'm
humanist: hyü°m'nist
humanistic: hyüm'ni°stik
humanists: hyü°m'nists
humanitarian: hyümanitä°rë'n
humanitarianism: hyümanitä°rë'niz'm
humanitarians: hyüman'te°rë'nz
humanities: hyüma°nitëz
humanity: hyüma°nitë
humanize: hyü°m'nïz
humanized: hyü°m'nïzd
humanizes: hyü°m'nïziz
humanizing: hyü°m'nïziń
humankind: hyü°m'nkïnd
humanly: hyü°m'nlë
humanness: hyü°m'nn's
humans: hyü°m'nz
Humber: hu°mb'r
Humberto: h'mbé°rtö
humble: hu°mb'l
humblebee: hu°mb'lbë
humbled: hu°mb'ld
humbleness: hu°mb'lnes
humbler: hu°mbl'r
humbles: hu°mb'lz
humblest: hu°mb'l'st
humbling: hu°mbliń
humbly: hu°mblë
Humboldt: hu°mbölt
humbug: hu°mbug
humbuggery: hu°mbug'rë
humdinger: hu°mdiń'r
humdrum: hu°mdrum
Hume: hyü°m
humectant: hyüme°kt'nt
humeral: hyü°m'r'l
humerus: hyü°m'r's
humic: hyü°mik
humid: hyü°mid
humidifier: hyümi°d'fï'r
humidifiers: hyümi°d'fï'rz
humidify: hyümi°d'fï
humidistat: hyümi°distat
humidity: hyümi°ditë
humidly: hyü°midlë
humidor: hyü°midór
humify: hyü°mifï
humiliate: hyümi°lëät
humiliated: hyümi°lëätid
humiliates: hyümi°lëäts
humiliating: hyümi°lëätiń
humiliatingly: hyümi°lëätińlë
humiliation: hyümilëä°ś'n
humiliations: hyümilëä°ś'nz
humiliative: hyümi°lëätiv
humility: hyümi°litë
Humism: hyü°miz'm
hummel: hu°m'l
Hummer: hu°m'r
humming: hu°miń
hummingbird: hu°mińbérd
hummingbirds: hu°mińbérdz
hummock: hu°m'k
hummocky: hu°m'kë
hummum: hu°m'm
hummus: hú°m's
humongous: hyümó°ńg's
humor: hyü°m'r
humoral: hyü°m'r'l
humored: hyü°m'rd
humoresque: hyüm're°sk
humorist: hyü°m'rist
humorists: hyü°m'rists
humorless: hyü°m'rl's
humorous: hyü°m'r's
humorously: hyü°m'r'slë
humour:> humor
humoural:> humoral
humoured:> humored
humourless:> humorless
humous: hyü°m's
hump: hu°mp
humpback: hu°mpbak
humpbacked: hu°mpbakt
humped: hu°mpt
Humperdinck: hú°mp'rdińk
humph: hu°mf
Humphrey: hu°mfrë
Humphreys: hu°mfrëz
humpty: hu°mptë
humpy: hu°mpë
hums: hu°mz
humus: hyü°m's
Humvee: hu°mvë
Humvees: hu°mvëz
Hun: hu°n
Hunan: hü°ná°n
hunch: hu°nć
hunchback: hu°nćbak
hunchbacked: hu°nćbakt
hunched: hu°nćt
hunches: hu°nćiz
hundred: hu°ndrid
hundredfold: hu°ndridföld
hundreds: hu°ndr'dz
hundredth: hu°ndr'dþ
hundredths: hu°ndr'dþs
hundredweight: hu°ndr'dwät
hung: hu°ń
Hungarian: h'ńgä°rë'n
Hungarians: h'ńge°rë'nz
Hungary: hu°ńg'rë
hunger: hu°ńg'r
hungering: hu°ńg'riń
hungerly: hu°ńg'rlë
Hungnam: hü°ńná°m
hungrier: hu°ńgrë'r
hungrily: hu°ńgr'lë
hungry: hu°ńgrë
hunk: hu°ńk
hunker: hu°ńk'r
hunkered: hu°ńk'rd
hunkering: hu°ńk'riń
hunks: hu°ńks
hunky: hu°ńkë
Hunnish: hu°niś
hunt: hu°nt
huntaway: hu°nt'wä
hunted: hu°nt'd
hunter: hu°nt'r
hunters: hu°nt'rz
hunting: hu°ntiń
Huntingdon: hu°ntińdin
Huntingdonshire: hu°ntińd'nśër
Huntington: hu°ntińt'n
Huntley: hu°ntlë
huntress: hu°ntris
hunts: hu°nts
huntsman: hu°ntsm'n
Huntsville: hu°ntsvil
Hunyadi: hú°nyádë
Hupa: hü°p'
Hupeh: hü°pä
huppah: küpá°
hurcheon: hé°rć'n
hurdies: hé°rdëz
hurdle: hé°rd'l
hurdler: hé°rdl'r
hurdles: hé°rd'lz
hurdling: hé°rdliń
hurds: hé°rdz
hurl: hé°rl
hurled: hé°rld
Hurley: hé°rlë
hurling: hé°rliń
hurly: hé°rlë
Huron: hyü°ron
hurrah: húro°
Hurrian: hú°rë'n
hurricane: hé°r'kän
hurricanes: hé°r'känz
hurried: hé°rëd
hurriedly: hé°rëdlë
hurriedness: hé°rëdnes
hurries: hé°rëz
hurry: hé°rë
hurrying: hé°rëiń
Hurst: hé°rst
hurt: hé°rt
hurter: hé°rt'r
hurtful: hé°rtf'l
hurting: hé°rtiń
hurtle: hé°rt'l
hurtleberry: hé°rt'lberë
hurtless: hé°rtlis
hurtling: hé°rtliń
hurts: hé°rts
husband: hu°zb'nd
husbandage: hu°zb'ndij
husbandman: hu°zb'ndm'n
husbandry: hu°zb'ndrë
husbands: hu°zb'ndz
hush: hu°ś
hushaby: hu°ś'bï
hushed: hu°śt
hushedly: hu°śidlë
husk: hu°sk
husking: hu°skiń
husks: hu°sks
husky: hu°skë
Huss: hu°s
hussar: hu°s'r
Hussein: hüsä°n
Husserl: hú°serl
Hussite: hu°sït
hussy: hu°së
hustings: hu°stińz
hustle: hu°s'l
hustled: hu°s'ld
hustler: hu°sl'r
hustlers: hu°s'l'rz
hustles: hu°s'lz
hustling: hu°s'liń
Huston: hu°st'n
hut: hu°t
hutch: hu°ć
Hutchinson: hu°ćins'n
hutment: hu°tm'nt
huts: hu°ts
Hutterite: hu°t'rït
Hutton: hu°t'n
Hutu: hü°tü
Hutus: hü°tüz
Huxleian: hu°kslë'n
Huxley: hu°kslë
Huygens: hï°g'nz
Huysmans: wësmá°ns
huzzah: h'zá°
hwan: hwo°n
hyacinth: hï°'sinþ
hyacinthine: hï'si°nþin
hyacinths: hï°'sinþs
Hyacinthus: hï'si°nþ's
Hyades: hï°'dëz
hyalin: hï°'lin
hyaline/aj: hï°'lin; n: hï°'lën
hyalinisation:> hyalinization
hyalinise:> hyalinize
hyalinization: hï'l'nizä°ś'n
hyalinize: hï°'l'nïz
hyalite: hï°'lït
hyalogen: hïa°l'jin
hyaloid: hï°'loid
hyalophane: hïa°l'fän
hyaloplasm: hïa°l'plaz'm
hyaluronidase: hï'lúro°nidäs
hybrid: hï°brid
hybridisation:> hybridization
hybridise:> hybridize
hybridism: hï°bridiz'm
hybridist: hï°bridist
hybridity: hïbri°ditë
hybridization: hïbr'd'zä°ś'n
hybridize: hï°bridïz
hybrids: hï°br'dz
hybris: hï°bris
hydantoin: hïda°ntöin
hydatid: hï°d'tid
Hyde: hï°d
Hyderabad: hïde°r'bad
hydnocarpate: hidnöká°rpät
Hydra: hï°dr'
hydracid: hïdra°sid
hydraemia:> hydremia
hydragogue: hï°dr'gog
hydralazine: hïdr'la°zën
hydrangea: hïdrä°njä
hydrant: hï°dr'nt
hydranth: hï°dr'nþ
hydrants: hï°dr'nts
hydrarch: hï°drárk
hydrargyrism: hïdrá°rj'riz'm
hydrargyrum: hïdrá°rj'r'm
hydras: hï°dr'z
hydrase: hï°dräs
hydrastine: hïdra°stën
hydrastinine: hïdra°st'nën
hydrastis: hïdra°stis
hydrate: hï°drät
hydrated: hï°drät'd
hydrates: hï°dräts
hydration: hïdrä°ś'n
hydraulic: hïdró°lik
hydraulics: hïdró°liks
hydrazine: hï°dr'zën
hydremia: hïdrë°më'
hydria: hï°drë'
hydric: hï°drik
hydride: hï°drïd
hydriodic: hïdrëá°dik
hydro: hï°drö
hydroairplane: hïdröä°rplän
hydrobomb: hï°dr'bám
hydrobromic: hïdr'brö°mik
hydrocarbon: hïdröko°rb'n
hydrocarbonaceous: hïdr'kárb'nä°ś's
hydrocarbons: hïdröko°rb'nz
hydrocele: hï°dr'sël
hydrocellulose: hïdr'se°ly'lös
hydrocephalic: hïdrös'fa°lik
hydrocephaloid: hïdr'se°f'loid
hydrocephalous: hïdr'se°f'l's
hydrocephalus: hïdr'se°f'l's
hydrochloric: hïdr'klö°rik
hydrochloride: hïdr'klö°rïd
hydrochlorothiazide: hïdr'klör'þï°'zïd
hydrocoele:> hydrocele
hydrocortisone: hïdr'kó°rtisön
hydrocracking: hï°dr'krakiń
hydrocyanic: hïdrösiïa°nik
hydrodynamic: hïdrödïna°mik
hydrodynamics: hïdrödïna°miks
hydroelectric: hïdröile°ktrik
hydroelectricity: hïdröilektri°sitë
hydrofluoric: hïdröflüo°rik
hydrofoil: hï°dr'foil
hydrogen: hï°dr'j'n
hydrogenase: hïdro°jinäz
hydrogenate: hï°dr'j'nät
hydrogenated: hïdro°j'nätid
hydrogenates: hï°dr'j'näts
hydrogenating: hï°dr'j'nätiń
hydrogenation: hïdroj'nä°ś'n
hydrogenise:> hydrogenize
hydrogenize: hï°dr'j'nïz
hydrogenolysis: hïdröjino°lisis
hydrogenous: hïdro°j'n's
hydrogens: hï°dr'j'nz
hydrogeological: hïdr'jë'lo°jik'l
hydrogeology: hïdröjëá°l'jë
hydrograph: hï°dr'graf
hydrographic: hïdr'gra°fik
hydrography: hïdro°gr'fë
hydroid: hï°droid
hydrokinetic: hïdrökine°tik
hydrokinetics: hïdrökine°tiks
hydrolase: hï°dr'läs
hydrologic: hïdr'lo°jik
hydrological: hïdr'lo°jik'l
hydrology: hïdro°l'jë
hydrolyse:> hydrolyze
hydrolysed:> hydrolyzed
hydrolysing:> hydrolyzing
hydrolysis: hïdro°lisis
hydrolyte: hï°dr'lït
hydrolytic: hïdr'li°tik
hydrolyze: hï°dr'lïz
hydrolyzed: hï°dr'lïzd
hydrolyzing: hï°dr'lïziń
hydromagnetic: hïdr'magne°tik
hydromagnetics: hïdrömagne°tiks
hydromancy: hï°dr'mansë
hydromania: hïdr'mä°në'
hydromechanics: hïdröm'ka°niks
hydromedusa: hïdrömidü°s'
hydromel: hï°dr'mel
hydrometallurgy: hïdr'me°t'lérjë
hydrometeor: hïdr'më°të'r
hydrometer: hïdro°m't'r
hydrometric: hïdr'me°trik
hydronium: hïdrö°në'm
hydropathic: hïdr'pa°þik
hydropathy: hïdro°p'þë
hydroperoxide: hïdröp'ro°ksïd
hydrophane: hï°dr'fän
hydrophanous: hïdro°f'n's
hydrophilic: hïdr'fi°lik
hydrophilous: hïdro°f'l's
hydrophobe: hï°dr'föb
hydrophobia: hïdr'fö°bë'
hydrophobic: hïdr'fö°bik
hydrophobicity: hïdr'föbi°sitë
hydrophone: hï°dr'fön
hydrophyte: hï°dr'fït
hydrophytic: hïdr'fi°tik
hydropic: hïdró°pik
hydroplane: hï°dr'plän
hydropneumatic: hïdrönyüma°tik
hydroponic: hïdr'po°nik
hydroponics: hïdr'pá°niks
hydroponist: hïdro°p'nist
hydropower: hï°dröpaúr
hydrops: hï°drops
hydropsy: hï°dropsë
hydroquinol: hïdr'kwi°nöl
hydroquinone: hïdrökwinö°n
hydroscope: hï°dr'sköp
hydrosere: hï°dr'sër
hydrosol: hï°dr'sol
hydrosoma: hïdr'sö°m'
hydrosome: hï°dr'söm
hydrosphere: hï°dr'sfër
hydrostat: hï°dr'stat
hydrostatic: hïdr'sta°tik
hydrostatics: hïdr'sta°tiks
hydrosulfide: hïdrösu°lfïd
hydrosulfite: hïdr'su°lfït
hydrotactic: hïdr'ta°ktik
hydrotaxis: hïdr'ta°ksis
hydrotheca: hïdr'þë°k'
hydrotherapeutics: hïdröþer'pyü°tiks
hydrotherapy: hïdröþe°r'pë
hydrothermal: hïdröþé°rm'l
hydrothermally: hïdr'þé°rm'lë
hydrothoracic: hïdröþ'ra°sik
hydrothorax: hïdr'þö°raks
hydrotropic: hïdr'tro°pik
hydrotropism: hïdro°tr'piz'm
hydrous: hï°dr's
hydroxide: hïdro°ksïd
hydroxides: hïdro°ksïdz
hydroxy: hïdró°ksë
hydroxyl: hïdro°ksil
hydroxylamine: hïdroksil'më°n
hydroxyzine: hïdro°ksizën
hydrozoa: hïdr'zö°'
hydrozoan: hïdr'zö°'n
Hydrus: hï°dr's
hye: hï°
hyena: hïë°n'
hyenas: hïë°n'z
hyenine: hïë°nïn
hyenoid: hïë°noid
hyetal: hï°it'l
hyetograph: hïe°t'graf
hyetographic: hïit'gra°fik
hyetography: hïito°gr'fë
hyetology: hïito°l'jë
Hygeia: hïjë°'
hygieist: hï°jëist
hygiene: hï°jën
hygienic: hïjëe°nik
hygienics: hïjëe°niks
hygienist: hïgë°nist
hygienists: hïgë°nists
hygrograph: hï°gr'graf
hygrometer: hïgro°m't'r
hygrometric: hïgr'me°trik
hygrometry: hïgro°mitrë
hygrophyte: hï°gr'fït
hygrophytic: hïgr'fi°tik
hygroscope: hï°gr'sköp
hygroscopic: hïgr'sko°pik
hygroscopicity: hïgr'sköpi°sitë
hygrostat: hï°gr'stat
hygrothermograph: hïgr'þé°rm'graf
hying: hï°iń
hykes: hï°ks
Hyksos: hi°ksös
hyla: hï°l'
hylas: hï°l's
hyle: hï°l
hylomorphic: hïl'mó°rfik
hylomorphism: hïlömó°rfiz'm
hylophagous: hïlo°f'g's
hylotheism: hïl'þë°iz'm
hylozoism: hïl'zö°iz'm
Hymen: hï°m'n
hymeneal: hïm'në°'l
hymenium: hïmë°në'm
hymenoptera: hïm'no°pt'r'
hymenopteran: hïm'no°pt'r'n
hymenopteron: hïm'no°pt'r'n
hymenopterous: hïm'no°pt'r's
Hymettus: hïme°t's
Hymie: hï°më
Hymies: hï°mëz
hymn: hi°m
hymnal: hi°mn'l
hymnals: hi°mn'lz
hymnary: hi°mn'rë
hymner: hi°m'r
hymnic: hi°mnik
hymnist: hi°mnist
hymnody: hi°mn'dë
hymnographer: himno°gr'f'r
hymnologic: himn'lo°jik
hymnology: himno°l'jë
hymns: hi°mz
hyoid: hi°oid
hyoscine: hï°'sën
hyoscyamine: hï'sï°'mën
hyoscyamus: hï'sï°'m's
hypabyssal: hip'bi°s'l
hypaesthesia:> hypesthesia
hypaesthesic:> hypesthesic
hypaethral:> hypethral
hypalgesia: hipaljë°zë'
hypalgesic: hipaljë°zik
hypallage: hipa°l'jë
hypanthium: hipa°nþë'm
hype: hï°p
hyped: hï°pt
hyper: hï°p'r
hyperacid: hïp'ra°sid
hyperacidity: hïp'r'si°ditë
hyperaction: hïp'ra°kś'n
hyperactive: hïp'ra°ktiv
hyperactively: hïp'ra°ktivlë
hyperactivity: hïp'rakti°vitë
hyperacusis: hïp'r'kyü°sis
hyperadrenalism: hïp'r'drë°n'liz'm
hyperaemia:> hyperemia
hyperaesthesia:> hyperesthesia
hyperaesthetic:> hyperesthetic
hyperalgesia: hïp'raljë°zë'
hyperbaric: hïpé°rba°rik
hyperbatic: hïp'rba°tik
hyperbaton: hïpé°rb'ton
hyperbola: hïpé°rb'l'
hyperbole: hïpé°rb'lë
hyperbolic: hïp'rbo°lik
hyperbolise:> hyperbolize
hyperbolism: hïpé°rb'liz'm
hyperbolize: hïpé°rb'lïz
hyperboloid: hïpé°rb'loid
Hyperborean: hïp'rbó°rë'n
hypercalcaemia:> hypercalcemia
hypercalcemia: hïp'rkalsë°më'
hypercapnia: hïp'rka°pnë'
hypercatalectic: hïp'rkat'le°ktik
hypercholesterolaemia:> hypercholesterolemia
hypercholesterolemia: hïp'rk'lest'rolë°më'
hyperconscious: hïp'rko°nś's
hypercorrect: hïp'rk're°kt
hypercorrection: hïp'rk're°kś'n
hypercorrectness: hïp'rk're°ktnes
hypercritic: hïp'rkri°tik
hypercritical: hïp'rkri°tik'l
hypercritically: hïp'rkri°tik'lë
hypercriticism: hïp'rkri°t'siz'm
hyperdactyly: hïp'rda°kt'lë
hyperdulia: hïp'rdúlë°'
hyperemia: hïp'rë°më'
hyperesthesia: hïp'risþë°ź'
hyperesthetic: hïp'risþe°tik
hypereutectoid: hï°p'ryúte°ktoid
hyperextension: hïp'rikste°nś'n
hyperfine: hï°p'rfïn
hyperfocal: hïp'fö°k'l
hyperform: hï°p'rfórm
hyperfunction: hïp'rfu°ńkś'n
hypergamy: hïpé°rg'më
hyperglycaemia: hïp'glïsë°më'
hyperglycemia: hïp'rglïsë°më'
hypergol: hï°p'rgö°l
hypergolic: hïp'rgo°lik
hyperhidrosis: hïp'rhidrö°sis
hyperidrosis: hïp'ridrö°sis
hyperinflation: hïp'rinflä°ś'n
Hyperion: hïpë°rë'n
hyperirritability: hïp'ririt'bi°litë
hyperkeratosis: hïp'rker'tö°sis
hyperkeratotic: hïp'rker'to°tik
hyperkinesia: hïp'rkinë°ź'
hyperkinetic: hïp'rkine°tik
hyperlink: hï°p'rlińk
hyperlinks: hï°p'rlińks
hyperlipaemia:> hyperlipemia
hyperlipemia: hïp'rlipë°më'
hypermarket: hï°p'rmorkit
hypermarkets: hï°p'rmorkits
hypermeter: hïpé°rmit'r
hypermetric: hïp'rme°trik
hypermetropia: hïp'rmitrö°pë'
hypermetropic: hïp'rm'tro°pik
hypermetropy: hïp'rme°tr'pë
hypernatraemia:> hypernatremia
hypernatremia: hïp'rn'trë°më'
hyperon: hï°p'ron
hyperope: hï°p'röp
hyperopia: hïp'rö°pë'
hyperopic: hïp'ro°pik
hyperostosis: hïp'rostö°sis
hyperostotic: hïp'rosto°tik
hyperparasite: hïp'rpa°r'sït
hyperparasitic: hïp'rpar'si°tik
hyperparathyroidism: hïp'rpar'þï°roidiz'm
hyperphagia: hïp'rfä°jë'
hyperphysical: hïp'rfi°zik'l
hyperphysically: hïp'rfi°zik'lë
hyperpituitarism: hïp'rpitü°it'riz'm
hyperplane: hï°p'rplän
hyperplasia: hïp'rplä°ź'
hyperplastic: hïp'rpla°stik
hyperploid: hï°p'rploid
hyperpnea: hïp'rpnë°'
hyperpnoea:> hyperpnea
hyperpyretic: hïp'rpïre°tik
hyperpyrexia: hïp'rpïre°ksë'
hypersecretion: hïp'rsikrë°ś'n
hypersensitise:> hypersensitize
hypersensitive: hïp'rse°nsitiv
hypersensitiveness: hïp'rse°nsitivnes
hypersensitivity: hïp'rse°nsitivitë
hypersensitize: hïp'rse°nsitïz
hypersomnia: hïp'rsá°mnë'
hypersonic: hïp'rso°nik
hyperspace: hï°p'rspäs
hyperspatial: hïp'rspä°ś'l
hyperstatic: hïp'rsta°tik
hypersthene: hï°p'rsþën
hypersthenic: hïp'rsþe°nik
hypersusceptible: hïp'rs'se°pt'b'l
hypertension: hïp'rte°nś'n
hypertensive: hïp'rte°nsiv
hypertext: hï°p'rtekst
hyperthermia: hïp'rþé°rmë'
hyperthermy: hïp'rþé°rmë
hyperthyroid: hïp'rþï°roid
hyperthyroidism: hïp'rþï°roidiz'm
hypertonic: hïp'rto°nik
hypertonicity: hïp'rtöni°sitë
hypertrophic: hïp'rtrö°fik
hypertrophy: hï°p'rtröfë
hyperurbanism: hïp'ré°rb'niz'm
hyperventilation: hïp'rvent'lä°ś'n
hypervitaminosis: hïp'rvït'minö°sis
hypes: hï°ps
hypesthesia: hipisþë°ź'
hypesthesic: hipisþë°sik
hypethral: hipë°þr'l
hypha: hï°f'
hyphae: hï°fë
hyphen: hï°f'n
hyphenate: hï°f'nät
hyphenated: hï°f'nätid
hyphenates: hï°f'näts
hyphenating: hï°f'nätiń
hyphenation: hïf'nä°ś'n
hyphenic: hïfe°nik
hyphenise:> hyphenize
hyphenize: hï°f'nïz
hyping: hï°piń
hypnoanalysis: hipnö'na°lisis
hypnoanalytic: hïpnöan'li°tik
hypnogenesis: hipnöje°nisis
hypnogenetic: hipnöj'ne°tik
hypnoidal: hipnoi°d'l
hypnologic: hipn'lo°jik
hypnology: hipno°l'jë
hypnone: hi°pnön
Hypnos: hi°pnos
hypnosis: hipnö°sis
hypnotherapy: hipnöþe°r'pë
hypnotic: hipno°tik
hypnotics: hipno°tiks
hypnotise:> hypnotize
hypnotised:> hypnotized
hypnotises:> hypnotizes
hypnotism: hi°pn'tiz'm
hypnotist: hi°pn'tist
hypnotists: hi°pn'tists
hypnotize: hi°pn'tïz
hypnotized: hi°pn'tïzd
hypnotizes: hi°pn'tïz'z
hypo: hï°pö
hypoacid: hïpöa°sid
hypoacidity: hïpö'si°ditë
hypobaric: hïp'ba°rik
hypoblast: hï°p'blast
hypocalcemia: hïpökalsë°më'
hypocaust: hï°p'kost
hypochlorite: hïp'klö°rït
hypochondria: hïp'ko°ndrë'
hypochondriac: hïp'ko°ndrëak
hypochondriacal: hïpökándrï°'k'l
hypochondriasis: hïpök'ndrï°'sis
hypochondrium: hïp'ká°ndrë'm
hypochromia: hïp'krö°më'
hypocorism: hïpá°k'riz'm
hypocoristic: hïp'köri°stik
hypocotyl: hïp'ko°t'l
hypocrisy: hipo°kr'së
hypocrite: hi°p'krit
hypocrites: hi°p'krits
hypocritical: hip'kri°tik'l
hypocycloid: hïp'sï°kloid
hypoderm: hï°p'dérm
hypoderma: hïp'dé°rm'
hypodermic: hïp'dé°rmik
hypodermis: hïp'dé°rmis
hypoeutectoid: hïpöyúte°ktoid
hypogaeal:> hypogeal
hypogaean:> hypogean
hypogaeous:> hypogeous
hypogaeum:> hypogeum
hypogastric: hïp'ga°strik
hypogastrium: hïp'ga°strë'm
hypogeal: hïp'jë°'l
hypogean: hïp'jë°'n
hypogene: hï°p'jën
hypogenic: hïp'je°nik
hypogenous: hïpá°j'n's
hypogeous: hïp'jë°'s
hypogeum: hïp'jë°'m
hypoglossal: hïp'glo°s'l
hypoglycaemia: hïpöglïsë°më'
hypoglycemia: hïpöglïsë°më'
hypoglycemic: hïpöglïsë°mik
hypognathous: hïpá°gn'þ's
hypogonadism: hïp'gö°nadiz'm
hypogynous: hïpá°j'n's
hypoid: hï°poid
hypokalemia: hïpökälë°më'
hypolimnetic: hïpölimne°tik
hypolimnion: hïp'li°mnëán
hypomania: hïp'mä°në'
hypomanic: hïp'mu°nik
hyponasty: hï°p'nastë
hyponea: hïp'në°'
hyponitrite: hïpönï°trït
hyponoia: hïp'noi°'
hypopharynx: hïp'fa°rińks
hypophosphate: hïp'fá°sfät
hypophosphite: hïp'fá°sfït
hypophosphorous: hïp'fá°sf'r's
hypophyge: hïpá°fijë
hypophyseal: hïp'fi°zë'l
hypophysectomise:> hypophysectomize
hypophysectomize: hïpáfise°kt'mïz
hypophysectomy: hïpáfise°kt'më
hypophysial: hïp'fi°zë'l
hypophysis: hïpá°fisis
hypopituitarism: hïpöpitü°it'riz'm
hypoplasia: hïp'plä°ź'
hypoplasty: hï°pöplastë
hypoploid: hï°p'ploid
hypopnea: hïpá°pnë'
hypopnoea:> hypopnea
hypopyon: hïpö°pëán
hyposensitise:> hyposensitize
hyposensitize: hïp'se°nsitïz
hypostasis: hïpá°st'sis
hypostasise:> hypostasize
hypostasize: hïpá°st'sïz
hypostatic: hïp'sta°tik
hypostatise:> hypostatize
hypostatize: hïpá°st'tïz
hyposthenia: hïpásþë°në'
hypostome: hï°p'stöm
hypostyle: hï°p'stïl
hyposulfite: hïp'su°lfït
hypotactic: hïp'ta°ktik
hypotaxis: hïp'ta°ksis
hypotension: hïpöte°nś'n
hypotensive: hïpöte°nsiv
