Traditional,POS,Redirect,Lytspel
Kanazawa,,,Cana'saawa
Kanchenjunga,,,Canchenjungga
Kandahar,,,Candahar
Kandinsky,,,Can'dinski
kandy,,,candi
kane,,,cain
kang,,,cang
kangaroo,,,canggeru
kangarooing,,,canggeruing
kangaroos,,,canggeruus
kangas,,,cangges
kanji,,,canji
Kannada,,,Caaneda
Kano,,,Caano
Kanpur,,,Canpoor
kans,,,cans
Kansa,,,Cansa
Kansan,,,Cansen
Kansans,,,Cansens
Kansas,,,Canzess
Kansu,,,Cansu
kant,,,cant
kantar,,,canter
kantele,,,cantel
Kantian,,,Cantian
Kantianism,,,Cantianism
kanzu,,,canzu
Kaohsiung,,,Cayehsiung
Kaolack,,,Cayelak
kaoliang,,,cayelyang
kaolin,,,cayelin
kaolinise,,kaolinize
kaolinite,,,cayelinyt
kaolinize,,,cayelinys
kaon,,,cayon
kapellmeister,,,caipelmyster
kaph,,,caf
kapok,,,capok
Kaposi,,,Ca'poaci
kappa,,,capa
Kapton,,,Capten
kaput,,,ca'poot
kara,,,cara
Karachi,,,Ke'raachi
Karafuto,,,Carra'fiuto
Karaganda,,,Carra'ganda
Karaite,,,Carrait
Karajan,,,Carrajen
Karakoram,,,Carracoaram
Karakorum,,,Cara'coarum
karakul,,,carracul
karaoke,,,carri'oaki
karas,,,cares
karat,,,carrat
karate,,,ke'raati
Karbala,,,Carbela
Kareem,,,Ke'reem
Karelia,,,Cairlia
Karelian,,,Cairlian
Karen,,,Carren
Karenina,,,Ke'renina
Kari,,,Cari
Karin,,,Carin
Karl,,,Carl
Karla,,,Carla
Karlsbad,,,Carlsbad
Karlsruhe,,,Carlsrua
karma,,,carma
karmadharaya,,,carmadharraya
karn,,,carn
Karnak,,,Carnak
karns,,,carns
Karo,,,Caro
Karol,,,Carrol
kaross,,,carross
karroo,,,carru
karst,,,carst
karter,,,carter
Karttikeya,,,Cartykya
Karyn,,,Carrin
karyogamy,,,carriogami
karyokinesis,,,carrioki'neeciss
karyokinetic,,,carrioky'netic
karyolymph,,,carriolimf
karyolysis,,,carri'oleciss
karyoplasm,,,carrioplasm
karyosome,,,carriassoam
karyotin,,,carriotin
karyotype,,,carriotyp
karyotypic,,,carria'tipic
kas,,,cass
Kasai,,,Cacy
kasbah,,,casba
Kasey,,,Caci
kasha,,,casha
kasher,,,casher
Kashgar,,,Cashger
Kashmir,,,Cashmeer
kashmiri,,,cash'meeri
Kashmirian,,,Cash'mirian
kashruth,,,cashruuth
Kasparov,,,Casperov
Kassa,,,Cassa
Kassala,,,Cas'saala
Kassel,,,Cassl
kat,,,cat
katabasis,,,catabaicees
katabatic,,,cata'batic
katabolic,,,cata'bolic
katabolism,,,cataboalism
katakana,,,cata'caana
katana,,,ca'taana
Katanga,,,Ca'tannga
Katangese,,,Catanjees
Katar,,,Ca'tar
katcina,,,catsina
Kate,,,Cait
Katharevusa,,,Cathairviussa
Katharine,,,Cathrin
katharsis,,,ca'tharsiss
Katherine,,,Catherin
Kathiawar,,,Cathiawor
Kathie,,,Cathi
Kathleen,,,Cathleen
kathodal,,,cathodl
kathode,,,cathoad
Kathryn,,,Cathrin
Kathy,,,Cathi
kati,,,cati
Katie,,,Caiti
kation,,,caition
Katmai,,,Catmy
Katowice,,,Catoiss
Katrina,,,Cat'reena
Katrine,,,Catrin
kats,,,cats
Kattegat,,,Categat
Katy,,,Caiti
katydid,,,catidid
katzenjammer,,,catsenjamer
Kauai,,,Cawy
Kaufman,,,Caufmen
Kaunas,,,Caunes
Kaunda,,,Caunda
Kauravas,,,Courevaas
kauri,,,couri
kaury,,,couri
kava,,,caava
Kaveri,,,Caveri
Kawabata,,,Cawa'baata
Kawasaki,,,Cowas'saaki
kay,,,cay
kayak,,,caiak
kayaker,,,caiaker
kayakers,,,caiakers
kayaking,,,caiaking
kayaks,,,caiax
Kaye,,,Cay
Kayla,,,Caila
kayo,,,cayo
kays,,,cais
Kayseri,,,Caiceri
kazachok,,,casacok
Kazak,,,Casak
Kazakh,,,Casak
Kazakhs,,,Casax
Kazakhstan,,,Casachstan
Kazan,,,Casen
Kazantzakis,,,Casan'zakiss
kazatsky,,,ca'satski
Kazbek,,,Cazbek
kazis,,,casiss
kazoo,,,ca'su
kcal,,,caicol
kea,,,kee
Kean,,,Keen
keas,,,kees
Keaton,,,Keeten
Keats,,,Keets
kebab,,,ke'bab
kebar,,,kebar
kebbuck,,,kebuk
keblah,,,kebla
Keble,,,Kebl
Kechua,,,Kechiua
keck,,,kek
keckling,,,kecling
kecksy,,,kexi
ked,,,ked
Kedah,,,Keda
keddah,,,keda
kedge,,,kej
kedgeree,,,kejeri
Kedron,,,Kedren
keds,,,keds
keech,,,keech
keef,,,keef
keek,,,keek
keel,,,keel
keelage,,,keelij
keelboat,,,keelboat
keeler,,,keeler
keelhaul,,,keelhall
keelie,,,keeli
keeling,,,keeling
keelivine,,,keelivyn
keelless,,,keeless
keels,,,keels
keelson,,,keelsen
Keelung,,,Keelung
keen,,,keen
Keenan,,,Keenen
keener,,,keener
keenest,,,keenest
keening,,,keening
keenly,,,keenli
keep,,,keep
keeper,,,keeper
keepers,,,keepers
keeping,,,keeping
keeps,,,keeps
keepsake,,,keepsaik
keepsakes,,,keepsaix
keeshond,,,keeshond
keet,,,keet
Keewatin,,,Keewatin
kef,,,kef
keffiyeh,,,kefiyay
keg,,,keg
kegeler,,,kegeler
kegler,,,kegler
kegs,,,kegs
Keijo,,,Caijo
Keillor,,,Keeler
keir,,,keer
keiretsu,,,ki'retsu
keister,,,keeister
Keitel,,,Kytl
Keith,,,Keeth
keitloa,,,kytloa
Kekkonen,,,Kecoanen
Kelantan,,,Kelanten
kelep,,,kelep
kell,,,kel
Keller,,,Keler
Kelley,,,Keli
Kelli,,,Keli
Kellie,,,Keli
Kellogg,,,Kelog
kells,,,kels
kelly,,,keli
keloid,,,keloid
kelp,,,kelp
kelpie,,,kelpi
kelps,,,kelps
kelpy,,,kelpi
Kelsey,,,Kelsi
Kelso,,,Kelso
kelson,,,kelsen
kelt,,,kelt
kelter,,,kelter
kelty,,,kelti
kelvin,,,kelvin
Kemble,,,Kembl
Kemerovo,,,Keme'roavo
kemp,,,kemp
kemper,,,kemper
Kempis,,,Kempiss
kemple,,,kempl
kempt,,,kempt
ken,,,ken
kenaf,,,kenaf
kench,,,kench
Kendall,,,Kendall
kendo,,,kendo
Kendra,,,Kendra
Kendrick,,,Kendric
Kenilworth,,,Kenilwurth
Kenmore,,,Kenmoar
Kennan,,,Kenen
Kennedy,,,Kenedi
kennel,,,kenel
kennels,,,kenels
kenner,,,kener
Kenneth,,,Keneth
kenning,,,kening
Kenny,,,Keni
keno,,,keeno
kenogenesis,,,kenoa'jeniciss
kenosis,,,ke'noaciss
kenotic,,,ke'notic
kenotron,,,kenetron
kenspeckle,,,kenspecl
kent,,,kent
kente,,,kent
Kentish,,,Kentish
kentledge,,,kentelj
Kenton,,,Kenten
Kentuckian,,,Ken'tukian
Kentuckians,,,Ken'tukians
Kentucky,,,Ken'tuki
Kenya,,,Kenya
Kenyan,,,Kenian
Kenyans,,,Kenians
Kenyatta,,,Keniata
Kenyon,,,Kenyen
Keogh,,,Keeo
Keokuk,,,Ki'oacuk
Keos,,,Keoss
kep,,,kep
kepi,,,kepi
Kepler,,,Kepler
Keplerian,,,Kep'leerian
keppen,,,kepen
kept,,,kept
Kerala,,,Ke'raala
keramic,,,ke'ramic
keramics,,,ke'ramix
keratectomy,,,kerra'tectemi
keratin,,,kerratin
keratinise,,keratinize
keratinize,,,kerratinys
keratinous,,,ke'ratinuss
keratitis,,,kerra'tytiss
keratogenous,,,kerra'tojenuss
keratoid,,,kerratoid
keratoma,,,kerra'toama
keratometer,,,kerra'tomiter
keratoplasty,,,kerratoplasti
keratose,,,kerratoas
keratosis,,,kerra'toaciss
keratotic,,,kerra'totic
keratotomy,,,kerra'totemi
kerb,,curb
kerbed,,curbed
Kerbela,,,Curbela
kerbing,,curbing
kerbs,,curbs
kerbstone,,,curbstoan
Kerch,,,Kerrch
kerchief,,,curchif
kerchiefs,,,curchefs
Kerensky,,,Ke'renski
Keres,,,Keers
Keresan,,,Kerrecen
kerf,,,curf
kerfuffle,,,ker'fufl
Kerguelen,,,Curgelen
Kerman,,,Curmen
Kermanshah,,,Curmansha
kermes,,,curms
kermesite,,,curmeesyt
kermis,,,curmiss
Kermit,,,Curmit
kern,,,curn
kernel,,,curnel
kernels,,,curnels
kernes,,,curns
kernite,,,curnyt
kernos,,,curnoas
kerns,,,curns
kero,,,keero
kerogen,,,kerrejen
kerosene,,,kerreceen
Kerouac,,,Kerruak
kerplunk,,,ker'plunk
Kerr,,,Cur
Kerri,,,Kerri
kerry,,,kerri
kersey,,,cursi
kerseymere,,,cursimeer
kerygma,,,curigma
kerygmatic,,,kerrig'matic
Kesselring,,,Kecelring
kestrel,,,kestrel
kestrels,,,kestrels
keta,,,keta
ketch,,,kech
ketchup,,,kechup
ketene,,,keteen
keto,,,keeto
ketogenesis,,,ketoa'jeniciss
ketone,,,ketoan
ketonic,,,ke'tonic
ketonuria,,,keto'niuria
ketose,,,ketoas
ketosis,,,ke'toaciss
Kettering,,,Ketering
kettle,,,ketl
kettledrum,,,keteldrum
kettledrummer,,,keteldrumer
kettles,,,ketels
Ketubim,,,Ketuebim
kevel,,,kevel
Keven,,,Keven
Kevin,,,Kevin
Kevlar,,,Kevler
Kevorkian,,,Ke'voarkian
Kew,,,Kiu
kewpie,,,kiupi
kex,,,kex
key,,,kee
keyboard,,,keeboard
keyboards,,,keeboards
keyed,,,keed
keyhole,,,keehoal
keyholes,,,keehoals
keying,,,keeing
keyless,,,keeless
keyman,,,keeman
Keynes,,,Keens
Keynesian,,,Kee'neesian
Keynesianism,,,Kee'neesianism
Keynesians,,,Kee'neesians
keynote,,,keenoat
keynoter,,,keenoater
keynotes,,,keenoats
keypad,,,keepad
keypads,,,keepads
keypunch,,,keepunch
keys,,,kees
keystone,,,keestoan
keystones,,,keestoans
keystroke,,,keestroak
keystrokes,,,keestroax
keyway,,,keeway
keyword,,,keewurd
keywords,,,keewurds
Khabarovsk,,,Caaberovsk
Khachaturian,,,Caacha'toorian
khaddar,,,caader
khadi,,,caadi
khaki,,,caki
khakis,,,cakees
Khalid,,,Caalid
khalifa,,,caalifa
Khalkha,,,Calca
khamsin,,,camsin
khan,,,caan
khanate,,,caanait
Khania,,,Caania
khansamah,,,caansama
kharif,,,carif
Kharkov,,,Caacov
Khartoum,,,Caa'tuum
Khasi,,,Caaci
khat,,,caat
Khayyam,,,Caayyam
Khazar,,,Caasar
kheda,,,keda
khedivate,,,kedivait
khedive,,,kediv
Khelat,,,Kelat
Kherson,,,Kerr'son
khitmutgar,,,kitmutgar
Khiva,,,Keeva
Khmer,,,Cmeer
Khoisan,,,Coicen
khoja,,,coaja
Khomeini,,,Hoa'maini
Khotan,,,Coten
Khrushchev,,,Cruuschev
Khufu,,,Cuufu
khutbah,,,cutba
Khyber,,,Kyber
ki,,,ky
KIA,,,keea
kiang,,,kyang
Kiangsi,,,Caiengsi
Kiangsu,,,Kyang'su
Kiaochow,,,Kyou'chow
kiaugh,,,kyaak
kibbe,,,kib
kibble,,,kibl
kibbutz,,,kibuts
kibbutzim,,,kibutsim
kibbutznik,,,kibutsnic
kibbutzniks,,,kibutsnix
kibe,,,kyb
kibei,,,kyby
kibitka,,,kibitca
kibitz,,,kibits
kibitzer,,,kibitser
kiblah,,,kibla
kibosh,,,kibosh
kick,,,kik
Kickapoo,,,Kicapu
kickback,,,kicbak
kickbacks,,,kicbax
kickball,,,kicball
kickboard,,,kicboard
kicked,,,kict
kicker,,,kiker
kickers,,,kikers
kicking,,,kiking
kickoff,,,kicof
kicks,,,kix
kickshaw,,,kicshaw
kicksorter,,,kixorter
kickstand,,,kixtand
kickup,,,kicup
kid,,,kid
Kidd,,,Kid
kidded,,,kided
kidder,,,kider
Kidderminster,,,Kiderminster
kiddie,,,kidi
kiddies,,,kidis
kidding,,,kiding
kiddingly,,,kidingli
kiddle,,,kidl
kiddo,,,kido
kiddush,,,kidush
kidnap,,,kidnap
kidnapped,,,kidnapt
kidnapper,,,kidnaper
kidnappers,,,kidnapers
kidnapping,,,kidnaping
kidnappings,,,kidnapings
kidnaps,,,kidnaps
kidney,,,kidni
kidneys,,,kidnees
Kidron,,,Kidren
kids,,,kids
kidskin,,,kidskin
kief,,,keef
Kiel,,,Keel
kielbasa,,,kil'baassa
Kielce,,,Keelss
kier,,,keer
Kierkegaard,,,Keerkegard
Kierkegaardian,,,Keerke'gardian
kieselguhr,,,keeselgoor
kieserite,,,keeseryt
kiester,,,keester
Kiev,,,Ki'ev
Kievan,,,Keevan
kif,,,kif
Kigali,,,Ki'gaali
kike,,,kyk
Kikuyu,,,Ki'cuuiu
Kilauea,,,Kileia
Kildare,,,Kil'dair
kilderkin,,,kilderkin
kilerg,,,kilurg
kiley,,,kyli
Kilimanjaro,,,Kiliman'jarro
Kilkenny,,,Kil'keni
kill,,,kil
Killarney,,,Kilarni
killdee,,,kildi
killdeer,,,kildeer
killed,,,kild
killer,,,kiler
killers,,,kilers
killick,,,kilic
Killiecrankie,,,Kilycranki
killifish,,,kilifish
killing,,,kiling
killings,,,kilings
killjoy,,,kiljoy
killock,,,kilek
kills,,,kils
Kilmarnock,,,Kil'maanok
kiln,,,kiln
kilns,,,kilns
kilo,,,kilo
kilobar,,,kilebar
kilobaud,,,kilo'baud
kilobit,,,kilebit
kilobyte,,,kilebyt
kilobytes,,,kilebyts
kilocalorie,,,kilecaleri
kilocurie,,,kilekiuri
kilocycle,,,kilecycl
kilogauss,,,kilegouss
kilogram,,,kilegram
kilograms,,,kilegrams
kilohertz,,,kilehurtz
kilojoule,,,kilejuul
kiloliter,,,kileliter
kilolitre,,kiloliter
kilometer,,,ki'lomiter
kilometers,,,ki'lomiters
kilometre,,kilometer
kilometres,,kilometers
kilometric,,,kilo'metric
kilomole,,,kilemoal
kilos,,,keeloas
kiloton,,,kileten
kilovolt,,,kilevoalt
kilowatt,,,kilewaat
kilowatts,,,kilewaats
Kilroy,,,Kilroy
kilt,,,kilt
kilted,,,kilted
kilter,,,kilter
kiltie,,,kilti
kilting,,,kilting
kilts,,,kilts
kilty,,,kilti
Kim,,,Kim
Kimberley,,,Kimberli
kimberlite,,,kimberlyt
Kimberly,,,Kimberli
kimchee,,,kimchi
kimchi,,,kimchi
kimono,,,ki'moano
kimonos,,,ki'moanes
kin,,,kin
kina,,,keena
Kinabalu,,,Kineba'lu
kinaesthesia,,kinesthesia
kinaesthetic,,kinesthetic
kinase,,,kinaiss
Kincardine,,,Kinn'cardin
kinchin,,,kinchin
Kinchinjunga,,,Kinchinjungga
kincob,,,kinncob
kind,,,kynd
kinda,,,kinda
kinder,,,kynder
kindergarten,,,kindergarten
kindergartener,,kindergartner
kindergarteners,,kindergartners
kindergartens,,,kindergartens
kindergartner,,,kindergartner
kindergartners,,,kindergartners
kindest,,,kyndest
kindhearted,,,kyndharted
kindheartedly,,,kyndhartidli
kindheartedness,,,kyndhartedness
kindle,,,kindl
kindled,,,kindeld
kindler,,,kindler
kindless,,,kyndless
kindliness,,,kyndleeness
kindling,,,kindling
kindly,,,kyndli
kindness,,,kyndness
kindred,,,kindred
kinds,,,kynds
kindy,,,kyndi
kine,,,kini
kinematic,,,kyn'matic
kinematics,,,kine'matix
kinematograph,,,kynmatograf
kines,,,kyns
kinescope,,,kiniscoap
kinesics,,,kynzix
kinesiology,,,kynsi'oleji
kinesthesia,,,kyn'stheesia
kinesthetic,,,kines'thetic
kinetic,,,ki'netic
kinetics,,,ki'netix
kinetin,,,kyntin
kinetograph,,,kyntegraf
kinetoscope,,,kyntescoap
kinfolk,,,kinfoak
king,,,king
kingbird,,,kingburd
kingbirds,,,kingburds
kingbolt,,,kingboalt
kingcraft,,,kincraft
kingcup,,,kincup
kingdom,,,kingdem
kingdoms,,,kingdems
kingfish,,,kingfish
kingfisher,,,kingfisher
kingfishers,,,kingfishers
kinghood,,,kinghood
kingless,,,kingless
kinglet,,,kinglit
kingly,,,kingli
kingmaker,,,kingmaiker
kingmakers,,,kingmaikers
kingpin,,,kingpin
kingpins,,,kingpins
kings,,,kings
kingship,,,kingship
Kingsley,,,Kingsli
kingsnake,,,kingsnaik
Kingston,,,Kingsten
kingwood,,,kingwood
kinin,,,kinin
kink,,,kink
kinkajou,,,kincaju
kinkle,,,kincl
kinks,,,kinx
kinky,,,kinki
kinless,,,kinless
Kinney,,,Kini
kinnikinnick,,,kinikinic
kino,,,keeno
Kinross,,,Kinross
Kinsey,,,Kinsi
kinsfolk,,,kinsfoak
Kinshasa,,,Kin'shaassa
kinship,,,kinship
kinsman,,,kinzman
kinswoman,,,kinswoomen
kiosk,,,keeosk
kiosks,,,keeosx
Kioto,,,Ki'oato
Kiowa,,,Ki'oa
kip,,,kip
Kipling,,,Kipling
kipp,,,kip
kippen,,,kipen
kipper,,,kiper
kippers,,,kipers
kipuka,,,kipiuca
kir,,,kir
Kirby,,,Curbi
Kirchhoff,,,Curchhof
Kirchner,,,Curchner
kirghiz,,,curgis
Kirghizia,,,Kir'geezha
Kirgiz,,,Kirgis
kiri,,,kiri
Kiribati,,,Kiri'boti
Kirin,,,Kirin
Kirk,,,Curk
Kirkcaldy,,,Ker'caadi
Kirkcudbright,,,Ker'cuubri
Kirkland,,,Curclend
kirkman,,,curcmen
Kirkpatrick,,,Curcpatric
Kirkuk,,,Curcuk
Kirkwall,,,Curquall
Kirman,,,Kir'maan
kirmess,,,curmess
kirn,,,curn
Kirov,,,Kirov
Kirovabad,,,Ki'rovabad
Kirovograd,,,Kirevograd
kirpan,,,curpan
kirsch,,,cursh
kirschwasser,,,curshwaacer
Kirsten,,,Cursten
kirtle,,,curtl
Kiruna,,,Cu'ruuna
kisan,,,kicen
Kisangani,,,Kissang'gaani
kish,,,kish
Kishinev,,,Kishynev
kishke,,,kishk
Kislev,,,Kislev
kismat,,,kismat
kismet,,,kismit
kismets,,,kismits
kiss,,,kiss
kissable,,,kicebl
kissed,,,kist
kissel,,,kissl
kisser,,,kicer
kisses,,,kices
kissing,,,kicing
Kissinger,,,Kicinger
kissogram,,,kicegram
kissy,,,kici
kist,,,kist
Kistna,,,Kistna
kistvaen,,,kistveen
Kisumu,,,Kis'suumu
kit,,,kit
kitchen,,,kichen
kitchener,,,kichener
kitchenette,,,kiche'net
kitchenmaid,,,kichenmaid
kitchens,,,kichens
kitchenware,,,kichenwair
kite,,,kyt
kites,,,kyts
kith,,,kith
kithara,,,kithera
kithe,,,kydh
kiting,,,kyting
kitling,,,kitling
kits,,,kits
kitsch,,,kich
kittel,,,kitl
kitten,,,kiten
kittenish,,,kitenish
kittens,,,kitens
kittiwake,,,kitiwaik
kittle,,,kitl
kittler,,,kitler
kittles,,,kitels
Kitts,,,Kits
kittul,,,kitul
kitty,,,kiti
Kitwe,,,Kitwi
Kiushu,,,Ki'ushu
kiva,,,keeva
Kiwanis,,,Ki'waanis
kiwi,,,keewi
kiwis,,,keewees
KKK,,,caicai'cay
Klagenfurt,,,Claijnfurt
Klaipeda,,,Claipeda
Klamath,,,Clamath
Klan,,,Clan
klang,,,clang
Klans,,,Clans
Klansman,,,Clanzmen
Klansmen,,,Clanzmen
Klaus,,,Clouss
Klausenburg,,,Claucenburg
klavern,,,clavern
klavier,,,claivier
klaxon,,,claxen
kleagle,,,cleegl
klebsiella,,,clebsi'ela
Klee,,,Clee
Kleenex,,,Cleenex
Klein,,,Clyn
Kleist,,,Clest
Klemperer,,,Clemperer
klepht,,,cleft
kleptocrat,,,cleptecrat
kleptomania,,,clepto'mainia
kleptomaniac,,,clepto'mainiak
klezmer,,,clezmer
klick,,,clik
Klimt,,,Climt
Kline,,,Clyn
Klingon,,,Clinggon
klinker,,,clinker
klipspringer,,,clipspringer
klismos,,,clismoas
klister,,,clister
klondike,,,clondyk
klong,,,clong
kloof,,,cluuf
Klopstock,,,Clopstok
kluge,,,cluuj
klutz,,,cluts
klystron,,,clistron
Kmart,,,Cai'mart
knack,,,nak
knacker,,,naker
knackery,,,nakeri
knacks,,,nax
knaggy,,,nagi
knaidel,,,naidl
knaidlach,,,naidlach
knap,,,nap
Knapp,,,Nap
knapper,,,naper
knapsack,,,napsak
knapweed,,,napweed
knar,,,nar
knave,,,naiv
knavery,,,naiveri
knaves,,,naivs
knavish,,,naivish
knavishly,,,naivishli
knavishness,,,naivishness
knead,,,need
kneading,,,needing
knee,,,nee
kneecap,,,neecap
kneecaps,,,neecaps
kneed,,,need
kneehole,,,neehoal
kneeing,,,neeing
kneel,,,neel
kneeler,,,neeler
kneeling,,,neeling
kneepad,,,neepad
kneepan,,,neepan
knees,,,nees
knell,,,nel
knelt,,,nelt
knesset,,,necet
knew,,,nue
knicker,,,niker
knickerbocker,,,nikerboker
knickerbockered,,,nikerbokerd
knickerbockers,,,nikerbokers
knickered,,,nikerd
knickers,,,nikers
knickknack,,,nicnak
knickknacks,,,nicnax
knicks,,,nix
Knievel,,,Neevel
knife,,,nyf
knifed,,,nyft
knifelike,,,nyflyk
knifepoint,,,nyfpoint
knifing,,,nyfing
knight,,,nyt
knightage,,,nytij
knighted,,,nyted
knighthead,,,nythed
knighthood,,,nythood
knightly,,,nytli
knights,,,nyts
knish,,,nish
knit,,,nit
knits,,,nits
knitted,,,nited
knitter,,,niter
knitting,,,niting
knittle,,,nitl
knitwear,,,nitwair
knives,,,nyvs
knob,,,nob
knobble,,,nobl
knobby,,,nobi
knobkerrie,,,nobkerri
knobs,,,nobs
knobstick,,,nobstic
knock,,,nok
knockabout,,,nocabout
knockdown,,,nocdoun
knocked,,,noct
knocker,,,noker
knocking,,,noking
knockoff,,,nocof
knockoffs,,,nocofs
knockout,,,nocout
knockouts,,,nocouts
knocks,,,nox
knockwurst,,,noquurst
knoll,,,noal
knop,,,nop
Knopf,,,Nopf
knosp,,,nosp
Knossian,,,Nocian
Knossos,,,Nossoas
knot,,,not
knotgrass,,,notgrass
knothole,,,nothoal
knots,,,nots
knotted,,,notid
knotter,,,noter
knotting,,,noting
knotty,,,noti
knotweed,,,notweed
knotwork,,,notwurk
knout,,,nout
know,,,no
knowable,,,noebl
knowableness,,,noebelness
knowe,,,now
knower,,,noer
knowing,,,noing
knowingly,,,noingli
knowingness,,,noingness
knowledge,,,nolij
knowledgeable,,,nolejebl
knowledgeableness,,,nolijebelness
knowledgeably,,,nolijebli
Knowles,,,Noels
known,,,noan
knowns,,,noans
knows,,,noas
Knox,,,Nox
Knoxville,,,Noxvil
knuckle,,,nucl
knucklebone,,,nucliboan
knuckled,,,nukeld
knuckleduster,,,nucliduster
knucklehead,,,nukelhed
knuckler,,,nucler
knuckles,,,nukels
Knudsen,,,Nudsen
knur,,,nur
knurl,,,nurl
knurled,,,nurld
knurling,,,nurling
knurly,,,nurli
knut,,,nut
Knuth,,,Nuth
knuts,,,nuts
ko,,,co
koa,,,coa
koala,,,co'aala
koalas,,,co'oles
koan,,,coaan
kob,,,cob
Kobarid,,,Coabarid
Kobe,,,Coab
kobold,,,coboald
kobs,,,cobs
Koch,,,Cok
Kochi,,,Cochy
Kodachrome,,,Coadacroam
Kodak,,,Coadak
Kodaly,,,Coa'dy
Kodiak,,,Coadiak
Kodok,,,Coadok
koel,,,coel
Koestler,,,Coastler
koff,,,cof
Kofu,,,Cofu
Koheleth,,,Coaheleth
Kohima,,,Coahima
Kohinoor,,,Coenoor
kohl,,,coal
kohlrabi,,,coalraby
kohls,,,coals
koine,,,coin
Kojak,,,Cojak
koji,,,coaji
kokanee,,,cocani
koker,,,coaker
Kokoschka,,,Cocoshca
Kokura,,,Coa'kiura
kola,,,coala
kolacky,,,colaki
kolinski,,,co'linski
kolinsky,,,co'linski
kolkhoz,,,colchos
Kollwitz,,,Colwits
kolo,,,coalo
Kolomna,,,Colomna
Kolyma,,,Colima
komatik,,,comatic
Komi,,,Coami
Kommunarsk,,,Comunaask
komondor,,,comendoar
Komsomol,,,Comsemol
Komsomolsk,,,Comsemolsk
kon,,,con
Kong,,,Cong
konimeter,,,conymeeter
koniology,,,coani'oleji
Konrad,,,Conrad
Konstanz,,,Constants
Konya,,,Conya
koodoo,,,cuudu
kook,,,cuuk
kookaburra,,,cooca'burra
kooks,,,cuux
kooky,,,cuuki
Koontz,,,Cuunts
Kootenay,,,Cuutenay
kop,,,cop
kopeck,,,coapek
Kopeisk,,,Coapisk
koph,,,cof
kopje,,,copi
Koppel,,,Co'pel
kops,,,cops
kor,,,coar
kora,,,coara
korai,,,coary
Koran,,,Co'raan
Koranic,,,Coa'ranic
Kordofan,,,Coardofen
Kordofanian,,,Coardo'fanian
kore,,,coar
Korea,,,Co'ria
Korean,,,Co'rian
Koreans,,,Co'rians
Kornberg,,,Coarnberg
Koroseal,,,Coaroassl
korun,,,coarun
koruna,,,coa'ruuna
Kory,,,Coari
Korzybski,,,Coa'rzibski
kos,,,coss
Kosciusko,,,Cociasco
kosher,,,coasher
koshered,,,coasherd
koshering,,,coashering
koshers,,,coashers
Kosovo,,,Cocevo
koss,,,coss
Kossuth,,,Cossuth
Kostroma,,,Co'stroama
Kosygin,,,Coasijin
koto,,,coato
kotow,,,coto
kottabos,,,co'taaboas
kotwal,,,cotwel
koumis,,,cuumiss
kouprey,,,cuupray
kourbash,,,coorbash
kouroi,,,cuuroy
kouros,,,cuuroas
kousso,,,cuusso
Kovar,,,Covaa
Kovno,,,Covno
Kovrov,,,Covrov
Koweit,,,Cowait
Kowloon,,,Cou'luun
kowtow,,,coutow
Kozhikode,,,Cozhicoad
Kra,,,Craa
kraal,,,craal
kraft,,,craft
krait,,,crait
Krak,,,Crak
Krakatoa,,,Craca'toa
Krakau,,,Cracow
kraken,,,craiken
Krakow,,,Cracow
kram,,,cram
Kramatorsk,,,Cramatoarsk
Kramer,,,Craimer
krans,,,crans
krantz,,,crants
kranz,,,crans
Krasnodar,,,Crasnoder
Krasnoyarsk,,,Crasnoyarsk
krater,,,craiter
kraut,,,crout
Krebs,,,Crebs
Krefeld,,,Crefeld
Kreisler,,,Craisler
Kremenchug,,,Creminchug
kremlin,,,cremlin
kremlinologist,,,cremli'nolejist
kremlinologists,,,cremli'nolejists
kremlinology,,,cremli'noleji
Krems,,,Crems
kreplach,,,creplach
kreplech,,,creplech
Kresge,,,Cresgi
kreutzer,,,criutser
kreuzer,,,criuser
kriegspiel,,,creegspeel
Kriemhild,,,Creemhild
krill,,,cril
krimmer,,,crimer
kris,,,criss
Krishna,,,Crishna
Krista,,,Crista
Kristen,,,Cristen
Kristi,,,Cristi
Kristiansand,,,Crisshiansand
Kristie,,,Cristi
Kristin,,,Cristin
Kristina,,,Cri'steena
Kristine,,,Cristeen
Kristopher,,,Cristefer
Kristy,,,Cristi
Kroc,,,Crok
Kroger,,,Croager
krona,,,croana
krone,,,croan
Kronecker,,,Croaneker
kronen,,,croanen
kroner,,,croaner
kronor,,,croner
Kronos,,,Croanoas
Kronstadt,,,Cronstat
kronur,,,cronur
kroon,,,cruun
krooni,,,cruuni
Kropotkin,,,Cropetkin
Kruger,,,Cruuger
krugerrand,,,cruu'gerrand
Krugersdorp,,,Cruujersdoarp
kruller,,,cruler
krumhorn,,,crumhorn
krummholz,,,crumhols
Krupp,,,Crup
krypton,,,cripton
Krystal,,,Cristl
Kshatriya,,,Cshatria
Kuban,,,Kiuben
Kubrick,,,Cubric
kuchen,,,cuuchen
Kuching,,,Cuuching
kudos,,,kiudoas
kudu,,,cuudu
kudzu,,,cudzu
Kuenlun,,,Kiuenlun
Kufic,,,Kiufic
kugel,,,kiujel
Kuhn,,,Cuun
Kuibyshev,,,Kiuibishev
kukri,,,cucri
kulak,,,kyoolak
kulan,,,cuulen
kultur,,,culcher
